id,chr,r6start,r6stop,positive,H3_c12,H3_c14a,H3_c14c,H3_c8,H3K18ac_c12,H3K18ac_c14a,H3K18ac_c14c,H3K18ac_c8,H3K27ac_c12,H3K27ac_c14a,H3K27ac_c14c,H3K27ac_c8,H3K27me3_c12,H3K27me3_c14a,H3K27me3_c14c,H3K36me3_c12,H3K36me3_c14a,H3K36me3_c14c,H3K4me1_c12,H3K4me1_c14a,H3K4me1_c14c,H3K4me1_c8,H3K4me3_c12,H3K4me3_c14a,H3K4me3_c14c,H3K4me3_c8,H3K9ac_c12,H3K9ac_c14a,H3K9ac_c14c,H3K9ac_c8,H4K5ac_c12,H4K5ac_c14a,H4K5ac_c14c,H4K5ac_c8,H4K8ac_c12,H4K8ac_c14a,H4K8ac_c14c,H4K8ac_c8,input_c12,input_c14a,input_c14c,input_c8,wt_H3,wt_H3K18ac,wt_H3K4me1,wt_ZLD,bcd1,bcd2,cad1,D1,da2,dl3,ftz3,gt2,h1,h2,hb1,hb2,hkb1,hkb2,hkb3,kni1,kni2,kr1,kr2,mad2,med2,prdBQ,prdFQ,run1,run2,shn2,shn3,slp1,sna1,sna2,tll1,twi1,twi2,z2
VT26846,chr3L,7006558,7008713,0,9,11,16,15,10,8,13,16,27,11,18,14,39,57,32,13,2,18,10,7,11,7,2,61,46,89,13,19,31,9,18,10,6,42,5,5,12,3,17,18,19,12,25.3,36.963,34.68,16.74,0,0,0,0,0,0,0,0,0,0,1.29611,0,0,0,0,0,0,1.2855,0,0,1.28052,0,1.22144,0,0,0,0,0,0,0,0,0,1.13627,0
VT26851,chr3L,7014111,7016322,0,24,22,21,17,20,13,10,23,26,18,20,7,34,37,93,22,12,55,10,9,15,7,54,37,47,121,23,18,22,15,12,4,5,42,5,2,5,4,26,14,27,9,35.1,34.41,32.64,68.82,0,0,0,1.20556,0,1.05147,0,0,0,1.37051,0,0,0,0,0,0,1.46417,0,1.3999,0,1.23444,0,0,0,0,0,0,0,0,0,0,0,0,0
VT26852,chr3L,7015694,7017817,0,12,11,18,13,30,13,13,25,35,18,13,14,60,55,93,10,12,40,15,8,18,11,54,41,47,52,11,22,17,18,14,5,6,39,6,3,5,4,22,13,18,13,26.85,47.73,32.64,45.26,0,0,0,1.17968,0,0,0,0,0,0,0,0,0,0,0,0,1.33427,0,1.3999,0,1.23444,0,0,0,0,0,0,0,0,0,0,0,0,0
VT26857,chr3L,7023694,7025925,0,16,14,29,16,16,18,21,31,25,11,20,14,8,16,19,13,18,17,22,3,15,4,37,37,27,4,17,14,20,7,19,6,7,46,7,5,10,2,14,16,18,11,30.35,28.86,38.76,85.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13175,0,1.39553,0,0,0,0,0,0,0,0,0,1.19616,0,0,0,0
VT26868,chr3L,7043100,7045309,0,25,15,23,19,23,8,21,40,15,22,16,0,36,36,33,6,1,17,11,17,16,12,14,32,62,60,9,10,19,11,17,5,9,47,6,5,9,3,19,14,19,10,34.25,45.51,36.72,55.18,0,0,0,0,0,0,0,0,0,1.47271,0,1.46659,0,0,0,0,0,1.32171,1.28755,0,0,0,0,0,0,0,0,0,0,1.29155,0,1.12984,0,0
VT26873,chr3L,7052406,7054606,0,17,11,17,23,23,13,16,16,13,12,20,14,12,30,19,25,8,22,12,7,15,4,52,19,33,71,10,10,28,13,13,10,6,34,6,7,6,3,24,19,21,13,25.5,57.72,40.8,38.44,0,0,0,0,0,0,0,0,1.5924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT26901,chr3L,7101860,7104048,0,18,21,15,18,15,27,23,19,31,15,31,36,27,23,43,23,16,12,19,17,13,10,96,76,43,24,15,16,25,13,16,10,8,47,6,4,10,5,17,17,24,9,29.4,71.04,49.062,82.46,0,0,0,0,1.24932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238,0,1.13705,1.09711,0
VT2692,chr2L,5348738,5350823,0,17,16,24,17,35,18,17,10,17,14,28,7,21,29,31,29,27,27,15,21,18,2,52,37,47,20,8,14,22,17,14,10,7,44,7,9,10,3,20,20,20,8,33.15,47.73,41.82,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08723,1.21974,0,0,1.24823,0,0,0,0,0,0,0,0,0,0,0,0
VT26922,chr3L,7144678,7145656,0,13,16,18,18,7,13,10,4,12,29,15,14,26,18,28,29,94,259,11,8,13,11,28,39,33,60,10,24,18,7,15,5,6,44,5,12,11,4,25,27,22,14,30.2,48.84,28.56,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT26925,chr3L,7151370,7153512,0,11,12,16,14,11,44,22,13,20,18,13,14,47,17,32,27,24,34,16,21,26,10,59,21,40,24,13,10,37,3,25,5,10,36,6,10,16,3,18,18,16,11,29.2,67.71,55.08,26.66,0,0,0,1.33327,1.3363,1.11726,0,0,0,0,0,0,0,0,0,0,0,1.30426,1.15666,0,1.1773,0,1.06782,0,0,0,0,0,0,1.28305,0,1.22711,1.17993,0
VT26926,chr3L,7153170,7155256,0,13,24,16,18,30,44,31,5,34,26,26,14,16,24,32,26,25,55,22,18,52,7,59,39,40,0,12,25,48,31,30,11,10,68,8,13,23,4,20,25,29,10,34,98.79,80.58,130.2,0,0,0,1.39011,1.58703,1.36301,0,0,0,1.34966,0,0,0,0,0,0,0,0,1.16056,0,0,0,0,0,0,0,0,0,0,0,0,2.09809,2.28356,1.21031
VT26927,chr3L,7154970,7157069,0,16,9,14,14,24,58,44,8,23,66,47,7,16,32,25,39,10,55,22,109,125,17,33,100,542,48,19,104,338,7,15,9,12,52,10,15,16,2,24,19,21,9,28.45,109.446,112.608,332.072,0,1.38724,1.77058,6.05138,7.83857,5.58437,0,1.93901,2.25513,2.03434,1.90791,2.10001,1.54008,0,1.62036,0,1.52461,2.03959,2.00088,0,3.1164,1.76552,1.72372,1.43064,0,0,0,1.86886,0,0,2.11704,4.29371,4.03489,1.22194
VT26929,chr3L,7158774,7161625,0,12,14,24,22,11,13,14,34,25,16,18,22,22,26,25,17,26,14,15,11,17,8,80,54,40,76,13,15,21,9,15,7,6,34,5,11,19,3,26,18,25,13,24.95,57.72,58.14,97.96,0,0,0,0,0,0,0,1.7068,1.47662,0,1.39135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31333,0,1.1757,0,1.15765
VT26935,chr3L,7171801,7174204,0,18,18,26,18,11,11,19,9,6,7,10,73,15,15,23,20,28,16,29,10,11,5,30,30,56,24,9,14,16,27,20,10,6,49,6,7,11,3,30,25,18,9,19.85,31.08,31.62,57.04,0,0,0,1.48222,1.32745,0,1.5755,0,0,0,0,1.64683,0,0,0,0,0,1.46585,1.23988,0,0,0,1.22696,0,0,0,0,1.71818,0,0,0,0,0,0
VT26953,chr3L,7203994,7206245,0,19,17,30,20,25,15,11,15,25,22,23,36,20,31,52,12,34,80,14,10,17,5,59,68,79,101,16,14,26,15,13,6,7,56,7,6,9,5,26,21,25,12,33.35,51.06,62.22,79.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15771,0
VT26989,chr3L,7269102,7269898,0,15,16,32,23,11,20,18,0,30,10,16,29,31,13,26,17,14,42,14,3,11,10,33,24,69,28,16,13,37,11,16,12,11,38,7,6,16,4,30,17,23,10,22.5,52.17,18.36,45.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38641,0,1.20015,1.27999,0
VT26990,chr3L,7270836,7272638,0,24,21,34,22,14,11,22,10,18,18,16,22,56,22,16,29,10,13,13,17,12,10,23,30,42,101,11,19,30,9,17,8,7,40,7,6,11,6,19,16,28,12,33.6,52.17,23.46,83.514,0,0,0,1.2021,0,0,0,0,0,1.2618,0,1.39255,0,0,0,0,0,0,0,1.37018,0,0,0,1.38703,1.53727,0,0,0,0,1.2974,0,0,0,0
VT26991,chr3L,7273368,7274559,1,15,15,24,13,10,8,11,0,13,23,18,7,18,14,27,12,2,24,11,7,11,8,11,56,24,68,5,10,19,7,13,5,5,25,3,4,5,2,19,16,18,8,16.4,41.07,54.06,29.76,0,0,0,1.24221,1.23305,0,1.77873,0,1.44612,0,0,0,0,0,0,0,0,0,1.24552,1.38683,0,0,1.21869,1.39266,1.81992,0,0,1.72643,0,1.26478,0,1.16207,1.17217,0
VT26992,chr3L,7274545,7276798,0,21,17,24,13,15,8,12,13,12,13,26,27,21,25,18,8,27,44,12,8,20,8,35,52,70,68,13,17,28,0,16,10,7,42,5,6,7,5,26,17,24,12,31.5,69.93,32.64,66.34,0,0,0,1.27514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44983,1.39735,0,0,1.22994,1.64047,0,0,0,0,0,1.42553,0,0,1.14919,0
VT26993,chr3L,7275979,7278424,0,15,17,21,15,10,8,12,13,12,12,21,22,25,25,20,20,27,16,21,8,17,5,40,30,70,68,15,16,20,13,13,10,5,42,5,4,6,2,24,17,21,12,29.15,54.39,36.72,66.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28121,1.22753,0,0,0,0,0,0,0,0,0,1.42059,0,0,1.14919,0
VT26995,chr3L,7279645,7281849,0,10,13,20,15,16,3,15,23,26,7,15,0,23,25,45,48,16,16,19,9,14,10,68,41,53,56,14,15,17,11,15,8,6,47,4,4,8,4,21,14,20,9,26,32.19,18.36,30.876,0,0,0,0,1.01973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27781,1.31458,0,0,0,0,0,0,0,0,0,0,0,0,0
VT26996,chr3L,7281144,7283242,0,19,24,27,16,7,8,10,23,7,7,22,7,23,20,26,8,16,26,19,10,16,10,144,10,53,36,14,12,20,11,15,8,7,47,4,5,10,6,21,15,23,9,26,29.637,55.08,32.24,0,0,0,0,1.41974,0,0,0,1.50114,0,0,0,0,0,0,0,0,0,0,1.45575,1.26815,0,0,0,0,0,0,0,0,1.25287,0,0,1.2008,0
VT26999,chr3L,7286914,7289217,0,13,14,20,18,13,11,10,13,31,27,30,14,25,20,42,37,25,37,14,3,16,5,23,41,52,93,13,9,18,9,11,7,4,45,3,4,5,4,15,16,21,12,24.4,49.95,25.704,64.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27000,chr3L,7288633,7290761,0,21,12,19,15,11,13,16,8,12,27,11,22,35,22,42,14,31,37,16,8,16,10,35,39,37,72,13,13,24,9,11,5,7,47,4,4,5,4,18,16,23,12,37.65,28.86,42.84,64.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27001,chr3L,7290300,7292512,0,16,13,22,19,5,13,16,16,10,13,15,7,30,25,49,11,15,23,16,8,33,8,18,39,47,56,12,22,11,17,11,5,7,47,3,3,6,4,15,16,20,11,31.1,28.86,51,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27002,chr3L,7292100,7294303,0,15,14,22,16,13,4,15,16,13,13,16,14,22,35,41,13,0,10,18,14,12,11,54,41,52,64,15,18,17,17,13,6,5,48,3,5,6,3,19,14,19,10,35.45,37.74,53.04,19.22,0,0,0,0,0,0,0,0,1.62878,0,0,0,0,0,0,0,0,0,1.26599,0,1.2275,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27003,chr3L,7293783,7296005,0,17,12,21,11,13,14,6,6,13,10,15,14,17,20,26,11,8,16,7,10,18,7,40,20,45,141,7,16,20,9,11,5,6,48,4,5,4,3,17,16,16,11,27.45,48.84,64.26,35.34,0,0,0,0,1.29113,0,0,0,1.62878,0,0,0,0,0,0,0,0,0,1.30251,0,1.2275,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27004,chr3L,7295518,7297603,0,22,21,35,18,13,9,9,6,29,8,17,29,27,27,23,28,21,18,17,9,15,14,40,58,45,52,10,10,21,13,16,8,7,46,6,6,7,4,19,19,30,13,36.9,25.53,36.72,81.84,0,0,0,0,1.29113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27007,chr3L,7300632,7302742,0,14,18,22,13,6,12,14,8,28,10,16,14,26,22,38,11,18,47,15,12,20,4,40,32,56,52,11,15,26,3,16,6,4,54,3,4,7,4,15,15,21,11,37.7,39.96,10.2,72.54,0,0,0,0,0,0,0,0,1.63755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23499,0,0,1.17324,0
VT27008,chr3L,7302331,7304506,0,17,15,28,14,9,18,10,15,13,10,18,51,45,34,35,41,9,13,14,15,14,8,28,34,55,60,7,22,26,3,23,7,9,46,4,4,7,4,29,18,23,13,38,40.293,33.66,80.6,0,0,0,0,0,0,0,0,1.63755,0,0,0,0,0,0,0,0,0,0,1.36359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27009,chr3L,7304054,7306155,0,18,15,24,23,8,4,19,18,15,27,24,9,45,22,43,42,17,39,18,15,15,14,26,37,55,36,13,16,20,17,17,7,9,51,3,4,6,3,23,22,23,13,38,40.293,65.28,61.38,0,0,0,0,1.26873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27010,chr3L,7305722,7307907,0,12,14,25,18,25,10,16,11,20,16,18,29,31,24,27,28,13,44,13,14,19,14,16,26,46,44,11,14,22,17,17,6,5,45,6,4,8,4,19,16,23,12,34.45,76.59,72.216,49.6,0,0,0,0,0,0,0,0,0,0,0,1.44159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26201,0,1.24553,1.14344,0
VT27011,chr3L,7307484,7309604,0,15,21,25,17,22,10,19,3,23,31,19,29,37,17,47,30,16,25,11,11,13,10,54,48,21,76,19,16,15,12,14,8,5,42,6,4,5,4,18,14,21,12,38.15,67.377,96.9,55.18,0,0,0,0,0,0,0,0,0,0,0,1.44159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26201,0,1.24553,1.15045,0
VT27012,chr3L,7309229,7311328,0,15,12,17,16,20,18,13,5,23,12,18,29,25,58,30,30,19,35,14,26,28,5,14,89,52,28,19,16,15,9,13,5,5,42,4,3,5,2,19,16,20,12,33.35,67.377,86.496,57.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27014,chr3L,7312615,7314718,0,19,18,30,18,15,13,15,0,20,11,21,14,27,32,55,2,9,23,22,3,9,35,46,32,37,40,13,13,26,7,13,7,5,43,6,5,8,3,25,16,23,9,39.15,31.08,43.86,105.4,0,0,0,1.3125,1.29344,0,0,0,0,1.3575,0,0,0,0,0,0,0,0,0,0,1.33436,0,0,0,0,0,0,0,0,1.19306,0,0,0,0
VT27016,chr3L,7316060,7318181,0,15,15,17,18,18,6,13,24,17,11,13,14,32,28,45,9,14,28,29,15,18,10,40,48,30,129,7,20,20,21,10,5,5,31,5,4,8,2,19,19,21,8,28.15,21.09,51,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26358,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27104,chr3L,7478860,7480956,0,13,12,19,16,15,9,14,15,18,8,31,22,44,33,50,24,26,34,14,18,17,11,44,61,49,56,13,12,19,15,17,7,5,38,4,5,11,4,14,18,21,10,33.45,42.18,68.34,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17496,0,0
VT27147,chr3L,7568751,7570867,0,14,12,17,20,12,16,18,3,25,8,21,14,37,27,38,44,10,21,21,5,14,17,37,50,66,80,11,18,24,21,20,9,8,42,6,7,11,4,22,15,21,13,22.5,33.411,36.72,75.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23485,0,0,0,0,0,0,0,0,0,0,1.18221,0
VT27158,chr3L,7594586,7596730,0,15,14,21,20,16,16,16,17,23,16,23,14,42,20,37,29,21,8,13,10,14,11,52,43,33,113,9,18,29,17,16,9,10,35,4,6,11,6,22,17,24,7,34.55,36.186,36.72,75.64,0,0,0,1.29128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13561,0
VT27160,chr3L,7597708,7599781,0,13,18,16,19,30,24,15,33,44,10,22,22,17,16,26,29,34,36,14,16,11,1,42,82,22,36,11,15,21,21,17,9,7,47,6,5,11,4,15,18,16,16,28.65,92.13,63.24,79.36,0,0,0,0,0,1.13245,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3718,0,0,1.24468,0,0,0,0,0,0,1.40455,0,1.34574,1.29025,0
VT27161,chr3L,7599106,7601381,0,12,13,16,15,30,15,15,3,19,13,11,14,13,28,27,30,34,36,14,16,11,18,26,30,26,48,7,23,43,15,17,9,7,37,5,5,11,4,19,15,15,10,24.1,25.53,49.98,29.76,0,0,0,0,0,0.998284,0,0,1.50669,0,0,0,0,0,0,0,0,0,0,1.3718,0,0,1.19323,0,0,0,0,0,0,1.26864,0,1.34574,1.29025,0
VT27163,chr3L,7603451,7605547,0,13,10,21,10,10,7,16,0,15,21,11,29,52,10,26,28,5,23,16,9,14,18,40,37,21,0,12,10,17,15,17,6,7,45,4,7,8,4,17,13,20,6,22.2,46.62,26.52,64.48,0,0,0,0,1.23136,0,0,0,2.1492,1.56843,0,0,0,0,0,0,0,0,0,1.39089,1.25998,0,1.11189,0,0,0,0,0,0,1.19046,0,1.20923,1.21331,1.32169
VT27166,chr3L,7608255,7610472,0,18,16,25,17,19,8,11,12,19,23,25,14,42,18,46,9,25,34,13,15,13,17,28,45,30,16,13,16,22,7,23,7,11,58,6,7,12,4,24,16,20,12,35.05,44.4,36.72,32.86,0,0,0,0,0,0,0,0,0,0,0,1.47378,0,0,0,0,0,1.40796,0,0,0,0,0,0,0,0,0,0,0,0,1.95756,1.61953,1.27913,0
VT27168,chr3L,7611684,7613925,0,14,9,18,13,7,21,14,10,37,18,15,22,1,13,30,4,20,22,26,8,13,12,21,54,34,93,14,16,24,3,22,5,6,45,5,6,11,5,18,12,15,7,20.35,41.07,62.424,49.6,0,0,1.94383,1.35258,0,1.14916,1.72391,2.21056,0,0,0,1.4561,1.57413,1.6479,1.93954,0,1.66645,0,1.33696,0,0,0,0,0,0,0,0,1.89166,1.44572,1.34176,0,1.14274,1.22025,0
VT27169,chr3L,7613297,7615475,0,10,11,18,10,8,7,18,15,24,22,16,22,20,14,35,28,18,30,10,4,12,11,30,65,11,93,8,19,17,9,13,7,8,34,6,5,11,1,16,15,22,8,24.8,76.59,27.54,49.6,0,0,1.61284,1.28397,0,1.03899,1.55218,2.21056,0,0,0,1.44747,1.57413,1.49528,1.93954,0,1.66645,0,0,0,0,0,0,0,0,0,0,1.69876,1.3151,0,0,0,1.09543,0
VT27170,chr3L,7614976,7617096,0,18,19,26,13,8,7,18,0,24,22,18,7,58,14,41,5,18,30,10,5,14,14,21,65,42,16,9,16,22,30,12,6,6,42,6,5,8,1,22,15,22,10,28.9,76.59,33.66,77.5,0,0,0,0,0,1.11588,0,0,0,1.27399,0,0,0,0,0,0,0,0,0,1.38754,0,0,0,1.47088,0,0,0,0,0,1.23586,0,1.17784,1.11264,0
VT27171,chr3L,7617569,7619702,0,19,13,18,15,15,15,17,49,15,11,18,14,25,34,30,49,39,14,12,16,17,0,68,48,49,4,7,20,18,17,11,10,5,43,5,6,9,2,15,18,19,13,26.1,17.76,40.8,76.88,0,0,0,1.24941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33051,0,0,0,1.32183,0,0,0,0,0,1.17821,0,1.16797,1.21934,0
VT27174,chr3L,7622516,7624728,0,16,20,27,25,15,11,27,14,27,16,21,22,26,14,27,13,9,48,15,8,12,4,47,32,37,20,17,11,18,11,19,12,10,45,7,7,17,3,19,14,22,13,33.25,24.42,75.48,57.908,0,0,0,1.37816,1.29216,1.25913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10729,0,1.31228,1.27297,0
VT27175,chr3L,7624846,7625403,0,4,13,10,16,6,2,13,0,4,10,25,14,3,12,23,0,0,1,4,1,6,0,0,31,13,0,9,13,45,0,26,4,6,37,6,5,11,2,15,16,17,9,25.95,51.06,36.72,14.26,0,1.30461,1.6008,1.34445,1.1941,1.15422,1.4794,1.74567,1.45174,1.40428,0,1.22193,0,1.50819,1.53434,0,1.57867,1.27687,0,1.36718,0,0,1.11938,1.33412,1.47277,0,0,1.53806,1.25986,1.37935,0,1.25733,1.30431,0
VT27194,chr3L,7693586,7695761,0,13,15,18,13,15,8,24,12,35,27,26,7,50,16,21,40,24,22,24,12,19,19,48,21,39,68,16,18,14,11,13,12,10,41,9,8,18,6,24,19,26,13,29.9,39.96,114.24,72.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27231,chr3L,7769980,7772093,0,14,12,30,18,27,16,20,14,30,21,26,28,25,30,35,25,26,17,19,24,35,14,44,41,42,182,14,22,25,9,18,7,7,41,11,9,11,6,17,16,22,11,43.4,47.73,32.64,141.98,0,0,0,0,0,1.05368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27232,chr3L,7771706,7773849,0,10,13,15,20,8,15,16,11,20,10,16,13,27,14,26,59,19,42,19,15,13,14,26,28,37,68,11,17,11,3,13,7,5,37,6,5,7,4,20,19,21,12,20.4,21.534,12.24,24.8,0,0,0,0,0,1.06219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32446,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27233,chr3L,7773521,7775620,0,11,13,21,20,18,10,10,14,20,20,6,36,17,28,14,28,17,18,19,15,14,21,42,28,29,60,7,19,15,17,14,4,5,65,7,5,7,5,15,22,19,10,33.8,37.74,63.24,172.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32446,0,0,0,0,0,0,0,0,0,0,0,0,1.26762
VT27247,chr3L,7809198,7811396,0,16,16,21,11,12,10,15,5,14,18,36,44,36,40,38,21,27,20,7,10,9,12,37,48,55,68,14,10,28,13,11,7,6,33,5,3,6,2,14,15,21,9,36,39.96,33.66,5.58,0,0,0,1.27694,0,1.40136,0,0,0,1.29071,0,0,0,0,0,0,0,1.34533,1.34467,0,0,0,0,0,0,0,0,0,0,0,0,1.26497,1.21732,1.24406
VT27249,chr3L,7812215,7814468,0,8,14,12,13,10,4,9,6,8,16,23,22,27,24,14,12,23,32,15,5,11,8,78,24,35,0,9,18,15,9,10,6,6,40,4,5,3,2,13,12,15,10,18.8,66.6,68.34,68.2,0,0,0,1.25553,1.28768,1.13464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17967,0,0
VT27250,chr3L,7816104,7818486,0,15,20,22,19,8,6,14,8,24,23,16,22,34,42,26,30,14,42,20,4,15,14,85,65,93,56,11,14,17,21,19,10,4,40,5,3,6,2,18,15,23,17,27.15,45.51,37.74,70.68,0,0,0,1.47099,1.29892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34411,0,0,0,0,0,0,1.76194,0,1.27428,0,0,1.10562,1.26807
VT27251,chr3L,7817985,7820243,0,10,14,19,19,20,2,10,9,13,23,16,14,34,42,26,1,44,24,12,4,10,10,81,32,37,52,10,14,15,15,19,10,5,43,4,3,6,4,16,13,23,17,29.6,54.39,43.86,84.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44589
VT27253,chr3L,7821703,7823821,0,15,14,23,18,18,21,11,14,23,20,15,7,16,18,21,31,2,33,7,4,13,10,18,15,33,132,4,10,9,13,17,6,5,43,6,5,7,3,15,13,21,10,31.95,36.63,14.28,73.036,0,0,0,1.23149,1.26849,1.20329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24245,0,0,0,0
VT27255,chr3L,7826395,7828663,0,17,12,23,14,16,4,13,2,17,12,13,14,22,17,37,20,26,20,24,8,11,29,37,52,42,161,12,13,17,1,12,4,7,28,5,6,8,2,17,12,26,8,22.95,62.16,41.82,39.68,0,0,0,0,1.39204,1.12797,0,0,1.44486,1.31259,0,0,0,0,0,0,0,0,1.24516,1.276,0,0,0,0,0,0,0,0,1.35413,1.24157,0,1.44256,1.50492,1.23045
VT27256,chr3L,7828334,7830592,0,13,17,25,16,16,2,15,5,13,20,16,7,25,30,24,12,26,28,9,8,24,10,42,48,37,52,8,14,28,3,14,10,8,44,5,5,9,2,18,13,15,11,23.45,62.16,19.38,56.42,0,0,0,1.22698,1.40019,1.20294,0,0,0,1.33522,0,0,0,0,0,0,0,0,1.23595,0,1.22246,0,0,0,0,0,0,0,0,0,0,1.46414,1.41945,0
VT27257,chr3L,7831345,7833743,0,13,12,25,13,11,11,14,17,18,16,10,29,20,32,43,20,26,7,15,17,12,5,42,37,55,40,7,6,20,19,11,7,5,45,6,6,7,3,18,13,20,9,14.4,55.5,44.88,18.6,0,0,0,1.34139,1.21669,1.17581,0,0,0,1.31333,0,0,0,0,0,0,1.43984,1.2967,0,1.21921,0,0,0,0,0,0,0,1.70428,1.29266,1.19767,0,1.06352,1.17366,0
VT27260,chr3L,7836797,7839009,0,16,14,25,14,6,5,12,4,7,13,18,7,7,15,28,28,22,41,13,8,10,5,59,41,42,36,7,11,13,7,10,5,4,37,5,7,7,3,26,16,20,11,24.45,22.422,31.62,39.06,0,0,0,0,0,1.18857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27261,chr3L,7838650,7840829,0,10,20,15,15,7,13,13,9,36,15,11,14,17,19,28,18,3,46,11,8,23,8,16,37,33,82,8,10,24,7,17,5,4,31,4,5,5,3,14,13,25,9,23,31.08,56.1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27262,chr3L,7840388,7842492,0,12,11,24,15,16,13,20,38,10,15,18,26,22,19,37,0,8,47,20,8,18,4,37,37,33,82,12,13,24,19,15,6,9,36,5,7,11,4,15,14,25,9,26.75,46.62,25.5,119.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27263,chr3L,7842133,7844294,0,12,10,22,14,10,18,20,23,8,20,18,14,26,19,19,19,6,47,9,7,18,12,18,35,34,56,14,18,17,17,15,5,9,39,8,5,7,3,19,13,15,9,25.95,16.65,59.772,125.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VT27265,chr3L,7845759,7847853,0,7,13,18,11,18,11,21,4,23,17,16,7,53,14,27,13,20,12,7,11,11,7,14,41,47,52,8,11,16,23,14,7,4,34,6,3,5,3,19,18,19,8,28.4,34.41,74.46,112.22,0,0,0,1.27936,0,1.19995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17561,0,0,1.1001,0
